frame,local_frame,window_index,window_start_frame,object_type,text_prompt,sam3_track_id,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height
272,0,17,272,robot,robot,0,560.4081803005008,288.7312186978297,1198,539,268,581,309,42,41
272,0,17,272,robot,robot,1,530.5427059712774,301.9584278155707,1323,512,268,556,325,44,57
272,0,17,272,robot,robot,2,636.158468820745,382.0448651986005,4859,597,338,676,427,79,89
273,1,17,272,robot,robot,0,559.7019455252919,288.55175097276265,1285,538,267,580,310,42,43
273,1,17,272,robot,robot,1,528.7797858099063,300.5562248995984,1494,510,265,555,325,45,60
273,1,17,272,robot,robot,2,632.5115571776156,382.4020681265207,4932,593,337,671,427,78,90
274,2,17,272,robot,robot,0,558.8557098765432,288.2808641975309,1296,537,267,579,310,42,43
274,2,17,272,robot,robot,1,526.5988258317026,299.5316373124592,1533,507,263,553,325,46,62
274,2,17,272,robot,robot,2,628.5803753569971,382.0889432884537,4902,589,338,668,426,79,88
275,3,17,272,robot,robot,0,556.5549493374903,287.21434138737334,1283,534,266,577,309,43,43
275,3,17,272,robot,robot,1,523.0240963855422,296.924842226047,1743,502,259,550,324,48,65
275,3,17,272,robot,robot,2,620.3719025189432,381.3839852549662,4883,580,337,659,425,79,88
276,4,17,272,robot,robot,0,554.5034272658035,286.88499619192686,1313,533,265,576,308,43,43
276,4,17,272,robot,robot,1,520.79086406164,296.43258117776554,1817,500,264,549,323,49,59
276,4,17,272,robot,robot,2,616.0793224540384,380.7624457756662,4841,576,337,654,424,78,87
277,5,17,272,robot,robot,0,552.6408882082695,285.9425727411945,1306,530,265,574,307,44,42
277,5,17,272,robot,robot,1,517.922667955534,292.47945867568876,2069,497,253,546,323,49,70
277,5,17,272,robot,robot,2,611.1928232625283,380.05671272427304,4849,571,336,650,425,79,89
278,6,17,272,robot,robot,0,550.8395552025416,285.4876886417792,1259,529,264,572,307,43,43
278,6,17,272,robot,robot,1,517.260083449235,288.59712563745944,2157,496,248,545,322,49,74
278,6,17,272,robot,robot,2,606.072451733444,379.5478513597675,4817,566,335,646,424,80,89
279,7,17,272,robot,robot,0,546.6559461480928,284.54674644727,1337,525,263,568,306,43,43
279,7,17,272,robot,robot,1,513.8393653941497,285.2583044124938,2017,493,240,542,321,49,81
279,7,17,272,robot,robot,2,596.2627887788778,378.43296204620464,4848,556,333,636,423,80,90
280,8,17,272,robot,robot,0,545.1709923664122,284.37709923664124,1310,524,263,567,305,43,42
280,8,17,272,robot,robot,1,511.41220698805836,282.64971251658557,2261,491,236,541,320,50,84
280,8,17,272,robot,robot,2,591.2740008240627,378.3745364647713,4854,551,332,631,423,80,91
281,9,17,272,robot,robot,0,544.7483394833948,283.56826568265683,1355,524,261,567,305,43,44
281,9,17,272,robot,robot,1,508.5477845351868,278.86967854039966,2302,485,231,540,319,55,88
281,9,17,272,robot,robot,2,586.8157515936665,378.12317499485914,4863,546,332,626,423,80,91
282,10,17,272,robot,robot,0,544.1507876969242,283.1740435108777,1333,523,261,566,305,43,44
282,10,17,272,robot,robot,1,507.83848101265824,277.0288607594937,1975,481,228,538,319,57,91
282,10,17,272,robot,robot,2,582.6386936750723,377.98677139313764,4838,543,332,622,423,79,91
283,11,17,272,robot,robot,0,543.1419984973704,282.16904583020283,1331,521,260,565,304,44,44
283,11,17,272,robot,robot,1,498.00783582089554,261.9440298507463,2680,465,206,537,318,72,112
283,11,17,272,robot,robot,2,573.8698359975089,378.66410629022215,4817,534,333,614,424,80,91
284,12,17,272,robot,robot,0,542.1846986089645,281.9938176197836,1294,521,260,563,304,42,44
284,12,17,272,robot,robot,1,496.26707818930043,259.30493827160495,2430,464,203,536,317,72,114
284,12,17,272,robot,robot,2,571.2639933166249,378.859857978279,4788,531,333,611,423,80,90
285,13,17,272,robot,robot,0,542.1542594013814,281.3584036838066,1303,521,261,563,303,42,42
285,13,17,272,robot,robot,1,499.9028629856851,265.55470347648264,1956,467,203,536,317,69,114
285,13,17,272,robot,robot,2,568.9677819083023,379.3230070218918,4842,529,334,608,423,79,89
286,14,17,272,robot,robot,0,541.5837282780411,280.7085308056872,1266,520,261,562,302,42,41
286,14,17,272,robot,robot,1,500.98124655267515,268.3673469387755,1813,467,200,536,317,69,117
286,14,17,272,robot,robot,2,566.3450996677741,379.5215946843854,4816,526,336,605,423,79,87
287,15,17,272,robot,robot,0,541.6962220508867,279.45181187355433,1297,520,257,562,301,42,44
287,15,17,272,robot,robot,1,514.0837297811609,296.72121788772597,1051,498,275,536,315,38,40
287,15,17,272,robot,robot,2,560.948054679285,379.4355415352261,4755,521,339,598,420,77,81
