frame,local_frame,window_index,window_start_frame,object_type,text_prompt,sam3_track_id,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height
964,4,60,960,robot,robot,0,677.5837353549276,334.04135079255684,1451,654,306,702,354,48,48
964,4,60,960,robot,robot,1,743.6545036160421,347.1972386587771,3042,712,313,774,380,62,67
965,5,60,960,robot,robot,0,677.4798146922568,333.59894109861017,1511,654,306,701,355,47,49
965,5,60,960,robot,robot,1,745.4761450381679,349.0779262086514,3144,711,316,777,382,66,66
966,6,60,960,robot,robot,0,677.640655737705,333.94491803278686,1525,655,306,702,355,47,49
966,6,60,960,robot,robot,1,747.1754007398274,349.96948212083845,3244,711,316,780,384,69,68
967,7,60,960,robot,robot,0,678.1090790333116,334.01763553233184,1531,655,306,702,355,47,49
967,7,60,960,robot,robot,1,746.1529193697868,350.3660797034291,3237,711,316,779,384,68,68
968,8,60,960,robot,robot,0,678.3860103626943,334.0142487046632,1544,655,306,701,356,46,50
968,8,60,960,robot,robot,1,744.9238390092879,350.2049535603715,3230,711,316,777,384,66,68
969,9,60,960,robot,robot,0,678.7598225602028,333.6596958174905,1578,655,306,701,356,46,50
969,9,60,960,robot,robot,1,743.1954165376277,349.9532362960669,3229,710,316,775,384,65,68
970,10,60,960,robot,robot,0,679.0882723833544,333.6765447667087,1586,657,305,701,356,44,51
970,10,60,960,robot,robot,1,739.5128834355828,350.02085889570554,3260,710,316,770,383,60,67
971,11,60,960,robot,robot,0,679.0465838509317,333.7490683229814,1610,657,305,701,357,44,52
971,11,60,960,robot,robot,1,736.8817780580075,349.5602143757881,3172,709,317,767,382,58,65
972,12,60,960,robot,robot,0,678.8920276208412,334.84306340238544,1593,657,306,701,358,44,52
972,12,60,960,robot,robot,1,735.2362790697674,348.65271317829456,3225,706,314,766,382,60,68
973,13,60,960,robot,robot,0,678.2905063291139,336.7753164556962,1580,656,308,701,359,45,51
973,13,60,960,robot,robot,1,731.9901053303543,348.3086498563677,3133,704,314,761,381,57,67
974,14,60,960,robot,robot,0,678.9449901768173,338.1244269810085,1527,658,310,702,361,44,51
974,14,60,960,robot,robot,1,725.5871121718377,346.7548585066485,2933,698,313,755,379,57,66
975,15,60,960,robot,robot,0,678.4651320243737,338.0250507786053,1477,657,310,701,360,44,50
975,15,60,960,robot,robot,1,723.2931213273419,345.90839958520564,2893,695,315,752,378,57,63
965,5,60,960,soccer_ball,small orange ball,0,714.5555555555555,345.7283950617284,81,710,341,720,351,10,10
966,6,60,960,soccer_ball,small orange ball,0,714.418918918919,347.14864864864865,74,710,343,720,352,10,9
967,7,60,960,soccer_ball,small orange ball,0,714.2898550724638,347.768115942029,69,710,344,720,353,10,9
968,8,60,960,soccer_ball,small orange ball,0,714.2153846153847,348.53846153846155,65,710,344,720,353,10,9
969,9,60,960,soccer_ball,small orange ball,0,713.1153846153846,349.79487179487177,78,709,345,718,356,9,11
970,10,60,960,soccer_ball,small orange ball,0,711.4186046511628,349.93023255813955,43,708,346,716,354,8,8
