frame,local_frame,window_index,window_start_frame,object_type,text_prompt,sam3_track_id,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height
736,0,46,736,robot,robot,0,879.7508985623003,380.87340255591056,10016,841,300,911,475,70,175
736,0,46,736,robot,robot,1,605.5183800623053,302.9367601246106,3210,577,266,640,338,63,72
737,1,46,736,robot,robot,0,881.8829406015855,379.52937343902704,9209,845,300,911,474,66,174
737,1,46,736,robot,robot,1,611.8355849382007,301.7392929002587,3479,579,264,647,337,68,73
738,2,46,736,robot,robot,0,882.777092611625,378.639830992349,8757,846,301,911,472,65,171
738,2,46,736,robot,robot,1,614.8158182813355,301.511767925561,3654,581,265,652,338,71,73
739,3,46,736,robot,robot,0,883.6293239470809,377.9890763442165,8239,848,303,911,470,63,167
739,3,46,736,robot,robot,1,617.8164705882353,300.78823529411767,3825,582,265,656,338,74,73
740,4,46,736,robot,robot,0,884.2153983656792,377.0443054136874,7832,848,304,911,467,63,163
740,4,46,736,robot,robot,1,620.3106771493786,299.29875729140247,3943,583,263,660,337,77,74
741,5,46,736,robot,robot,0,885.2694026818366,380.4862522010023,7383,851,308,911,469,60,161
741,5,46,736,robot,robot,1,623.5680458624128,298.82726819541375,4012,584,263,664,336,80,73
742,6,46,736,robot,robot,0,885.8795584742211,380.70169065250803,7157,853,308,911,467,58,159
742,6,46,736,robot,robot,1,624.2683417085427,298.79070351758793,3980,586,263,664,336,78,73
743,7,46,736,robot,robot,0,887.0124002280502,381.7579817559863,7016,857,306,911,468,54,162
743,7,46,736,robot,robot,1,624.3769389865564,298.9309720785936,3868,587,263,664,336,77,73
744,8,46,736,robot,robot,0,887.9875897129186,379.9336124401914,6688,861,302,911,467,50,165
744,8,46,736,robot,robot,1,623.737027027027,298.35621621621624,3700,587,264,663,336,76,72
745,9,46,736,robot,robot,0,891.4613273453094,338.67789421157687,4008,864,283,911,409,47,126
745,9,46,736,robot,robot,1,621.5346501506529,294.6006026113157,2987,589,263,658,327,69,64
746,10,46,736,robot,robot,0,892.4069298952458,327.75369325812517,3723,864,272,911,394,47,122
746,10,46,736,robot,robot,1,620.4436283510834,293.6636063165626,2723,591,261,656,323,65,62
747,11,46,736,robot,robot,0,893.5017361111111,315.6203703703704,3456,868,258,911,379,43,121
747,11,46,736,robot,robot,1,619.0543650793651,294.4277777777778,2520,591,265,654,323,63,58
748,12,46,736,robot,robot,0,894.9424250464314,302.7338816662245,3769,870,235,911,378,41,143
748,12,46,736,robot,robot,1,617.1261477045908,295.76447105788424,2505,589,263,651,325,62,62
749,13,46,736,robot,robot,0,894.3413260672116,263.0121707538601,5505,864,158,911,376,47,218
749,13,46,736,robot,robot,1,614.8407793080282,299.82264024185423,2977,586,263,650,337,64,74
750,14,46,736,robot,robot,0,894.2472198460223,262.5366980325064,5845,865,169,911,375,46,206
750,14,46,736,robot,robot,1,613.7852534562212,300.4866359447005,3255,585,260,650,344,65,84
751,15,46,736,robot,robot,0,894.2840152235966,261.36314620995876,6306,867,160,912,374,45,214
751,15,46,736,robot,robot,1,612.7059516794343,301.2922804949912,3394,584,259,649,348,65,89
