frame,local_frame,window_index,window_start_frame,object_type,text_prompt,sam3_track_id,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height
32,0,2,32,robot,robot,0,581.5488322717622,276.5647558386412,942,561,258,599,296,38,38
32,0,2,32,robot,robot,1,812.9076704545455,327.12698863636365,3520,781,296,848,364,67,68
32,0,2,32,robot,robot,2,539.7206896551725,291.76724137931035,580,527,271,553,307,26,36
32,0,2,32,robot,robot,3,567.1353092783505,298.7113402061856,776,550,282,587,313,37,31
33,1,2,32,robot,robot,0,580.4947368421052,276.1326315789474,950,560,258,598,296,38,38
33,1,2,32,robot,robot,1,807.8228523301516,327.7717574396406,3562,776,297,842,364,66,67
33,1,2,32,robot,robot,2,538.1447154471545,290.74146341463415,615,526,270,550,307,24,37
33,1,2,32,robot,robot,3,566.1093935790725,298.5041617122473,841,548,281,587,313,39,32
34,2,2,32,robot,robot,0,579.9814241486068,276.20227038183697,969,559,258,598,296,39,38
34,2,2,32,robot,robot,1,804.6481584821429,328.06138392857144,3584,773,297,839,364,66,67
34,2,2,32,robot,robot,2,538.0098684210526,290.9325657894737,608,525,270,550,307,25,37
34,2,2,32,robot,robot,3,565.5637663885578,298.7222884386174,839,547,282,586,313,39,31
35,3,2,32,robot,robot,0,579.4565445026178,276.2062827225131,955,558,258,597,296,39,38
35,3,2,32,robot,robot,1,801.8975954738331,327.6809052333805,3535,771,296,837,363,66,67
35,3,2,32,robot,robot,2,538.0625,290.375,608,526,269,550,307,24,38
35,3,2,32,robot,robot,3,564.944705882353,298.38235294117646,850,547,281,585,313,38,32
36,4,2,32,robot,robot,0,578.4593202883625,276.7219361483007,971,557,259,597,296,40,37
36,4,2,32,robot,robot,1,798.785998861696,327.63403528742174,3514,768,296,833,363,65,67
36,4,2,32,robot,robot,2,538.4123539232054,290.36560934891486,599,526,269,551,307,25,38
36,4,2,32,robot,robot,3,563.8146341463415,299.12439024390244,820,546,283,584,313,38,30
37,5,2,32,robot,robot,0,578.1430010070493,276.4894259818731,993,556,258,596,296,40,38
37,5,2,32,robot,robot,1,792.5287000562746,327.6997749015194,3554,761,296,827,363,66,67
37,5,2,32,robot,robot,2,539.3200723327305,289.9132007233273,553,528,269,551,308,23,39
