frame,local_frame,window_index,window_start_frame,object_type,text_prompt,sam3_track_id,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height
1136,0,71,1136,robot,robot,0,423.9941812136326,453.1344258401615,8421,370,390,487,509,117,119
1137,1,71,1136,robot,robot,0,422.89078458681524,451.5270427112349,8616,369,390,485,509,116,119
1138,2,71,1136,robot,robot,0,422.8833585300616,450.94499360390745,8599,369,389,485,509,116,120
1139,3,71,1136,robot,robot,0,425.7344274077623,446.6855534259703,8348,371,385,487,503,116,118
1140,4,71,1136,robot,robot,0,429.51669176706827,444.26669176706827,7968,376,384,490,500,114,116
1141,5,71,1136,robot,robot,0,435.5950298486742,445.48729695960014,7203,383,386,492,499,109,113
1142,6,71,1136,robot,robot,0,410.9962192816635,423.5419029615627,3174,383,380,441,478,58,98
1143,7,71,1136,robot,robot,0,437.6630757800892,438.5351659237246,8076,388,378,497,495,109,117
1144,8,71,1136,robot,robot,0,441.55528345781806,438.6365862617852,8167,393,376,501,494,108,118
1145,9,71,1136,robot,robot,0,444.76922130643374,438.6717923483823,8129,397,376,504,493,107,117
1146,10,71,1136,robot,robot,0,446.6673697270472,438.8802729528536,8060,399,377,506,493,107,116
1147,11,71,1136,robot,robot,0,447.85390017557063,438.78467519438175,7974,400,376,506,495,106,119
1148,12,71,1136,robot,robot,0,451.4051054384018,434.3874861265261,7208,403,376,507,490,104,114
1149,13,71,1136,robot,robot,0,459.00758759205536,421.85047980361526,4481,405,378,508,466,103,88
1150,14,71,1136,robot,robot,0,469.3999158957107,413.6038687973087,2378,428,375,510,448,82,73
1136,0,71,1136,soccer_ball,small orange ball,0,581.1332263242375,538.7255216693419,623,569,524,594,554,25,30
1137,1,71,1136,soccer_ball,small orange ball,0,579.6982343499197,532.8523274478331,623,567,518,594,548,27,30
1138,2,71,1136,soccer_ball,small orange ball,0,577.97,527.2083333333334,600,566,513,592,542,26,29
1139,3,71,1136,soccer_ball,small orange ball,0,576.625641025641,518.2034188034188,585,564,504,590,533,26,29
1140,4,71,1136,soccer_ball,small orange ball,0,575.7945945945946,513.9711711711711,555,564,501,588,528,24,27
1141,5,71,1136,soccer_ball,small orange ball,0,574.8566108007449,510.0949720670391,537,563,497,587,524,24,27
1142,6,71,1136,soccer_ball,small orange ball,0,574.53889943074,506.61100569259963,527,563,494,587,520,24,26
1143,7,71,1136,soccer_ball,small orange ball,0,572.0694980694981,495.5096525096525,259,562,488,584,507,22,19
1144,8,71,1136,soccer_ball,small orange ball,0,573.8688888888889,496.5422222222222,450,563,485,586,509,23,24
1145,9,71,1136,soccer_ball,small orange ball,0,574.1630434782609,494.6478260869565,460,563,483,586,507,23,24
1146,10,71,1136,soccer_ball,small orange ball,0,574.45796460177,492.9380530973451,452,564,481,586,505,22,24
1147,11,71,1136,soccer_ball,small orange ball,0,574.7483588621444,489.38293216630194,457,564,477,586,502,22,25
1148,12,71,1136,soccer_ball,small orange ball,0,574.6806526806527,487.02331002331005,429,564,476,586,499,22,23
1149,13,71,1136,soccer_ball,small orange ball,0,574.2950819672132,485.6580796252927,427,563,474,586,497,23,23
1150,14,71,1136,soccer_ball,small orange ball,0,575.8401360544218,481.90816326530614,294,565,473,586,492,21,19
