frame,local_frame,window_index,window_start_frame,object_type,text_prompt,sam3_track_id,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height
946,2,59,944,robot,robot,0,688.1807147673635,333.5428186109238,1483,667,305,711,355,44,50
946,2,59,944,robot,robot,1,736.5053262316911,345.1970705725699,3004,709,310,767,377,58,67
947,3,59,944,robot,robot,0,687.9610123119015,333.4445964432285,1462,667,306,710,355,43,49
947,3,59,944,robot,robot,1,735.518064516129,344.75354838709677,3100,707,310,766,377,59,67
948,4,59,944,robot,robot,0,687.5391828533154,333.1868720696584,1493,666,305,709,356,43,51
948,4,59,944,robot,robot,1,734.1855533465872,344.0612988734261,3018,706,310,764,376,58,66
949,5,59,944,robot,robot,0,687.2180774748924,333.6865136298422,1394,666,306,709,355,43,49
949,5,59,944,robot,robot,1,732.4123287671233,343.09828767123287,2920,704,309,761,374,57,65
950,6,59,944,robot,robot,0,686.1055240793202,333.1310198300283,1412,666,306,707,356,41,50
950,6,59,944,robot,robot,1,729.7402413058907,340.78601845280343,2818,703,308,758,372,55,64
951,7,59,944,robot,robot,0,685.4061841180604,332.75966268446945,1423,665,305,707,355,42,50
951,7,59,944,robot,robot,1,729.6171652421652,339.462962962963,2808,702,306,758,370,56,64
952,8,59,944,robot,robot,0,684.6387141858839,332.8553459119497,1431,664,305,707,355,43,50
952,8,59,944,robot,robot,1,729.7474674384949,338.46997105643993,2764,703,306,758,368,55,62
953,9,59,944,robot,robot,0,683.5450762829404,332.62760055478503,1442,662,305,706,354,44,49
953,9,59,944,robot,robot,1,729.1075902726603,337.5644804716286,2714,703,305,757,368,54,63
954,10,59,944,robot,robot,0,681.9504021447722,332.85120643431634,1492,660,305,706,355,46,50
954,10,59,944,robot,robot,1,729.3246227456754,337.03974972396026,2717,703,304,757,367,54,63
955,11,59,944,robot,robot,0,681.1457919151757,332.76739562624255,1509,659,305,705,355,46,50
955,11,59,944,robot,robot,1,729.6394707828005,337.122381477398,2721,703,304,758,367,55,63
956,12,59,944,robot,robot,0,680.722833562586,333.0137551581843,1454,658,305,704,354,46,49
956,12,59,944,robot,robot,1,730.4340036563071,337.5074954296161,2735,704,304,758,368,54,64
957,13,59,944,robot,robot,0,680.2199865861837,332.7437961099933,1491,658,305,704,354,46,49
957,13,59,944,robot,robot,1,731.0904099560761,338.03001464128846,2732,705,305,759,369,54,64
958,14,59,944,robot,robot,0,679.9396151293962,332.8380889183809,1507,657,305,704,354,47,49
958,14,59,944,robot,robot,1,732.9822820694543,339.3954642097803,2822,706,306,762,370,56,64
959,15,59,944,robot,robot,0,679.7784552845528,333.0928184281843,1476,656,305,704,354,48,49
959,15,59,944,robot,robot,1,734.066968957098,340.14963376351585,2867,707,307,764,372,57,65
