frame,local_frame,window_index,window_start_frame,object_type,text_prompt,sam3_track_id,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height
368,0,23,368,robot,robot,0,521.884028484232,306.85401831129195,1966,498,278,547,334,49,56
368,0,23,368,robot,robot,1,626.4735437456486,443.800069621722,8618,575,386,677,504,102,118
369,1,23,368,robot,robot,0,521.9038923594426,307.566554541086,2081,497,280,547,335,50,55
369,1,23,368,robot,robot,1,627.1600541027954,445.2957619477006,8872,575,387,677,506,102,119
370,2,23,368,robot,robot,0,521.7694775435381,307.7153987167736,2182,496,279,547,337,51,58
370,2,23,368,robot,robot,1,628.5773367335624,446.54462800753964,9019,576,388,679,509,103,121
371,3,23,368,robot,robot,0,518.9908916586769,310.7195589645254,2086,495,283,544,339,49,56
371,3,23,368,robot,robot,1,632.6060769896194,448.2528114186851,9248,580,388,683,511,103,123
372,4,23,368,robot,robot,0,517.9442344045368,312.0765595463138,2116,492,286,543,340,51,54
372,4,23,368,robot,robot,1,632.9745435016112,448.95241675617615,9310,580,389,684,511,104,122
373,5,23,368,robot,robot,0,516.8903792784458,313.0508788159112,2162,491,286,543,341,52,55
373,5,23,368,robot,robot,1,632.8431077154847,449.49994619606156,9293,580,389,685,512,105,123
374,6,23,368,robot,robot,0,517.2930720145853,314.2228805834093,2194,491,288,543,342,52,54
374,6,23,368,robot,robot,1,632.5339575933699,449.7000322893122,9291,580,390,683,512,103,122
374,6,23,368,robot,robot,2,539.9099099099099,288.07207207207205,555,524,267,556,307,32,40
375,7,23,368,robot,robot,0,518.3517038283551,315.302902818679,2377,491,288,546,345,55,57
375,7,23,368,robot,robot,1,629.7447582370561,450.1698759092854,9348,577,391,680,512,103,121
375,7,23,368,robot,robot,2,542.8463768115942,286.3550724637681,690,527,265,561,305,34,40
376,8,23,368,robot,robot,0,519.5458368376787,315.9835996635828,2378,492,289,547,346,55,57
376,8,23,368,robot,robot,1,627.8333871836295,449.558535271944,9285,575,391,678,511,103,120
376,8,23,368,robot,robot,2,543.9513212795549,285.7107093184979,719,528,265,562,305,34,40
377,9,23,368,robot,robot,0,520.8797859201318,316.68587896253604,2429,493,289,549,347,56,58
377,9,23,368,robot,robot,1,625.5887061877975,448.6728688879273,9244,573,390,676,511,103,121
377,9,23,368,robot,robot,2,545.9754977029096,285.82848392036755,653,533,266,563,303,30,37
378,10,23,368,robot,robot,0,522.8679966044143,317.85059422750425,2356,495,290,550,348,55,58
378,10,23,368,robot,robot,1,622.775636166757,447.97390362750406,9235,569,389,674,511,105,122
378,10,23,368,robot,robot,2,547.6438569206842,285.7791601866252,643,535,266,565,302,30,36
379,11,23,368,robot,robot,0,526.9377971473851,319.3553882725832,2524,498,290,555,350,57,60
379,11,23,368,robot,robot,1,616.9270353302611,446.14296686416503,9114,564,388,668,508,104,120
379,11,23,368,robot,robot,2,549.3533834586466,283.9984962406015,665,536,264,568,300,32,36
380,12,23,368,robot,robot,0,529.299844840962,320.52172226532196,2578,501,290,558,351,57,61
380,12,23,368,robot,robot,1,613.3552544613351,445.5378938092091,9078,560,387,665,507,105,120
380,12,23,368,robot,robot,2,548.9707602339181,283.2397660818713,684,535,263,568,300,33,37
381,13,23,368,robot,robot,0,530.982050259274,321.2253689668927,2507,502,291,559,352,57,61
381,13,23,368,robot,robot,1,609.6725008414675,444.3952653427578,8913,557,386,661,505,104,119
381,13,23,368,robot,robot,2,548.3787335722819,281.90442054958186,837,532,259,568,300,36,41
382,14,23,368,robot,robot,0,531.5181996086105,322.4802348336595,2555,502,293,560,353,58,60
382,14,23,368,robot,robot,1,606.0348337480208,443.66218050214883,8842,553,386,657,504,104,118
382,14,23,368,robot,robot,2,547.919826652221,281.57854821235105,923,531,259,569,300,38,41
383,15,23,368,robot,robot,0,530.5513153019637,325.4082993701371,2699,500,296,560,357,60,61
383,15,23,368,robot,robot,1,600.3012827789761,442.67260756044953,8809,548,386,651,501,103,115
383,15,23,368,robot,robot,2,546.6134715025906,281.77512953367875,965,531,259,567,300,36,41
369,1,23,368,soccer_ball,small orange ball,0,444.7886178861789,375.609756097561,123,439,370,451,382,12,12
370,2,23,368,soccer_ball,small orange ball,0,445.9911504424779,374.8495575221239,113,441,369,453,381,12,12
371,3,23,368,soccer_ball,small orange ball,0,447.84684684684686,373.60360360360363,111,442,368,454,380,12,12
372,4,23,368,soccer_ball,small orange ball,0,448.21238938053096,373.3274336283186,113,443,368,455,380,12,12
373,5,23,368,soccer_ball,small orange ball,0,449.2566371681416,372.8053097345133,113,444,367,456,379,12,12
374,6,23,368,soccer_ball,small orange ball,0,449.9074074074074,372.5,108,444,367,456,379,12,12
375,7,23,368,soccer_ball,small orange ball,0,451.47747747747746,371.4864864864865,111,446,366,458,378,12,12
376,8,23,368,soccer_ball,small orange ball,0,452.07272727272726,371.05454545454546,110,447,365,458,378,11,13
377,9,23,368,soccer_ball,small orange ball,0,452.8141592920354,370.50442477876106,113,448,365,459,377,11,12
378,10,23,368,soccer_ball,small orange ball,0,453.0973451327434,369.716814159292,113,448,364,459,376,11,12
379,11,23,368,soccer_ball,small orange ball,0,453.73949579831935,369.218487394958,119,448,363,460,376,12,13
380,12,23,368,soccer_ball,small orange ball,0,454.1709401709402,368.8119658119658,117,449,363,460,376,11,13
