frame,local_frame,window_index,window_start_frame,object_type,text_prompt,sam3_track_id,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height
416,0,26,416,robot,robot,0,447.08006329113925,328.01360759493673,3160,401,302,484,359,83,57
416,0,26,416,robot,robot,1,586.4632273415531,446.85269305645687,9246,533,388,639,512,106,124
416,0,26,416,robot,robot,2,552.0232288037166,275.3321718931475,861,536,253,573,292,37,39
417,1,26,416,robot,robot,0,447.57329598506067,326.7245564892624,3213,401,301,486,357,85,56
417,1,26,416,robot,robot,1,587.8275127768313,447.68473168654174,9392,534,389,639,512,105,123
417,1,26,416,robot,robot,2,549.9260089686098,275.49103139013454,892,534,253,571,292,37,39
418,2,26,416,robot,robot,0,447.5870432913724,325.3220755296285,3257,400,300,487,355,87,55
418,2,26,416,robot,robot,1,589.6599661447312,448.74767245027505,9452,535,390,642,513,107,123
418,2,26,416,robot,robot,2,547.1554192229039,275.8629856850716,978,531,254,569,293,38,39
419,3,26,416,robot,robot,0,449.2361497988239,322.6053853296193,3231,400,296,489,350,89,54
419,3,26,416,robot,robot,1,594.5511673351846,451.2630875244266,9723,539,393,646,513,107,120
419,3,26,416,robot,robot,2,542.1277719112989,277.3907074973601,947,526,255,563,295,37,40
420,4,26,416,robot,robot,0,449.76638444653497,321.49764816556916,3189,400,295,490,349,90,54
420,4,26,416,robot,robot,1,597.2326246933769,452.92181112019625,9784,542,395,649,515,107,120
420,4,26,416,robot,robot,2,541.983606557377,277.84918032786885,915,526,255,563,295,37,40
421,5,26,416,robot,robot,0,450.35463460930083,320.31857007276176,3161,400,294,491,347,91,53
421,5,26,416,robot,robot,1,599.66291683407,454.6686420249096,9956,544,396,651,516,107,120
421,5,26,416,robot,robot,2,542.1708930540243,277.7464167585446,907,526,255,563,294,37,39
422,6,26,416,robot,robot,0,450.84961240310076,319.0257364341085,3225,400,291,493,346,93,55
422,6,26,416,robot,robot,1,602.3937247959084,457.01347496803385,10167,546,398,654,519,108,121
422,6,26,416,robot,robot,2,542.9823399558499,277.8587196467991,906,526,256,564,294,38,38
423,7,26,416,robot,robot,0,451.6502311248074,317.92634822804314,3245,400,290,495,343,95,53
423,7,26,416,robot,robot,1,607.3658722592945,461.4690181124881,10490,550,401,662,526,112,125
423,7,26,416,robot,robot,2,546.2350230414746,277.758064516129,868,529,256,567,294,38,38
424,8,26,416,robot,robot,0,451.55923879680785,317.7756292203806,3258,399,291,496,341,97,50
424,8,26,416,robot,robot,1,611.1978256829585,463.87232856346407,10762,553,402,666,531,113,129
424,8,26,416,robot,robot,2,547.748243559719,277.4496487119438,854,530,255,569,294,39,39
425,9,26,416,robot,robot,0,451.4679623443668,317.575766778014,3293,399,290,498,342,99,52
425,9,26,416,robot,robot,1,615.4814679234922,465.5345474512675,10927,558,403,671,533,113,130
425,9,26,416,robot,robot,2,549.2889963724305,277.360338573156,827,532,255,570,293,38,38
426,10,26,416,robot,robot,0,451.5589215389276,317.513480763405,3301,397,291,499,341,102,50
426,10,26,416,robot,robot,1,619.7545315177202,467.2257191811705,11089,562,404,676,536,114,132
426,10,26,416,robot,robot,2,549.9222737819025,277.0139211136891,862,532,254,571,293,39,39
427,11,26,416,robot,robot,0,450.873460591133,317.4485837438424,3248,397,290,495,341,98,51
427,11,26,416,robot,robot,1,628.6230502599653,471.8387348353553,11540,569,408,685,541,116,133
427,11,26,416,robot,robot,2,549.5027144408252,276.7242128121607,921,532,254,571,293,39,39
428,12,26,416,robot,robot,0,450.755839302398,317.74026782933663,3211,398,291,494,341,96,50
428,12,26,416,robot,robot,1,633.4725302632693,474.37975112164565,11813,574,410,691,543,117,133
428,12,26,416,robot,robot,2,548.5345717234262,275.9917440660475,969,532,253,570,294,38,41
429,13,26,416,robot,robot,0,450.6393948749614,317.85952454461255,3239,398,291,494,341,96,50
429,13,26,416,robot,robot,1,638.3160448385478,476.54617701187885,11954,579,412,695,544,116,132
429,13,26,416,robot,robot,2,547.9465570400822,276.3699897225077,973,531,254,569,294,38,40
430,14,26,416,robot,robot,0,450.606238418777,318.3542310067943,3238,398,291,494,342,96,51
430,14,26,416,robot,robot,1,643.3579195066537,479.8409607270367,12324,583,416,700,546,117,130
430,14,26,416,robot,robot,2,547.3049281314169,276.8182751540041,974,530,254,569,294,39,40
431,15,26,416,robot,robot,0,450.83430143686945,319.2555793335371,3271,398,292,493,345,95,53
431,15,26,416,robot,robot,1,652.6527605459057,485.76217431761785,12896,591,420,711,554,120,134
431,15,26,416,robot,robot,2,544.4080459770115,278.26206896551724,870,528,257,565,294,37,37
