frame,local_frame,window_index,window_start_frame,object_type,text_prompt,sam3_track_id,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height
624,0,39,624,robot,robot,0,821.1426731908318,553.8399004206369,23298,740,462,898,655,158,193
624,0,39,624,robot,robot,1,530.9031100478469,310.1782296650718,836,516,287,552,327,36,40
625,1,39,624,robot,robot,0,825.1672327417848,556.1796297868727,23554,743,465,903,658,160,193
625,1,39,624,robot,robot,1,534.1933904528764,310.0036719706242,817,519,289,554,327,35,38
626,2,39,624,robot,robot,0,832.3272297214633,559.080135394152,24521,748,466,910,660,162,194
626,2,39,624,robot,robot,1,537.0412249705536,308.944640753828,849,522,287,558,326,36,39
627,3,39,624,robot,robot,0,837.3888821261919,562.7779671332928,24645,755,468,911,665,156,197
627,3,39,624,robot,robot,1,540.58550396376,308.18799546998866,883,524,286,563,325,39,39
628,4,39,624,robot,robot,0,845.7464131226177,570.5413508073151,23349,769,475,911,675,142,200
628,4,39,624,robot,robot,1,543.2234636871508,305.98435754189944,895,527,284,566,323,39,39
629,5,39,624,robot,robot,0,847.6188821817866,572.1966387284492,23027,773,476,911,675,138,199
629,5,39,624,robot,robot,1,544.7205882352941,304.50105042016804,952,529,282,568,323,39,41
630,6,39,624,robot,robot,0,847.3397137437489,573.5708311777893,23196,772,477,911,678,139,201
630,6,39,624,robot,robot,1,545.2612021857924,303.9158469945355,915,530,281,568,322,38,41
631,7,39,624,robot,robot,0,847.8773670361903,574.8227580554717,23183,773,477,911,682,138,205
631,7,39,624,robot,robot,1,546.1834451901566,303.78187919463085,894,530,281,568,322,38,41
632,8,39,624,robot,robot,0,849.0526338293142,581.0466478536001,23388,774,483,911,691,137,208
632,8,39,624,robot,robot,1,546.9179775280899,302.40786516853933,890,531,279,569,321,38,42
633,9,39,624,robot,robot,0,848.1781778868144,583.3958584556531,24049,771,485,911,696,140,211
633,9,39,624,robot,robot,1,547.3694196428571,301.85825892857144,896,532,279,569,320,37,41
634,10,39,624,robot,robot,0,846.9427969534921,584.8492140657916,24684,767,486,911,699,144,213
634,10,39,624,robot,robot,1,547.9078341013825,301.54953917050693,868,532,279,569,320,37,41
635,11,39,624,robot,robot,0,844.8609625668449,590.4848222711545,25432,764,490,911,707,147,217
635,11,39,624,robot,robot,1,548.4126611957796,301.33645955451345,853,533,278,569,319,36,41
636,12,39,624,robot,robot,0,843.4384883409274,596.7352299268675,26117,761,494,911,713,150,219
636,12,39,624,robot,robot,1,549.1426814268143,300.58056580565807,813,534,277,569,318,35,41
637,13,39,624,robot,robot,0,844.4491938655132,597.7753834054266,25430,763,497,911,714,148,217
637,13,39,624,robot,robot,1,549.7231707317073,299.69756097560975,820,535,277,569,317,34,40
638,14,39,624,robot,robot,0,847.2177570466052,600.6742415181598,25083,768,499,911,720,143,221
638,14,39,624,robot,robot,1,549.5802005012531,298.82706766917295,798,535,276,568,317,33,41
639,15,39,624,robot,robot,0,850.3300614509011,602.6431723512187,24247,774,501,911,720,137,219
639,15,39,624,robot,robot,1,549.2693333333333,297.9053333333333,750,536,275,565,316,29,41
