frame,local_frame,window_index,window_start_frame,object_type,text_prompt,sam3_track_id,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height
1168,0,73,1168,robot,robot,0,503.30550045085664,412.429215509468,5545,465,356,550,460,85,104
1169,1,73,1168,robot,robot,0,506.2665135994348,411.00035323207345,5662,469,355,553,459,84,104
1170,2,73,1168,robot,robot,0,510.09812588401695,410.00866336633663,5656,471,354,557,457,86,103
1171,3,73,1168,robot,robot,0,519.4878671775224,407.5891260718847,5481,480,352,565,454,85,102
1172,4,73,1168,robot,robot,0,522.3739763421293,406.5634212920837,5495,484,352,568,453,84,101
1173,5,73,1168,robot,robot,0,528.2253985706432,405.3446948873007,5457,491,351,574,452,83,101
1174,6,73,1168,robot,robot,0,534.8640375586855,404.3889201877934,5325,496,350,580,450,84,100
1175,7,73,1168,robot,robot,0,544.5044065254078,402.0890680667542,5333,507,349,589,448,82,99
1176,8,73,1168,robot,robot,0,549.6920303605314,401.59658444022773,5270,511,348,595,447,84,99
1177,9,73,1168,robot,robot,0,553.6707803303589,401.0774634516803,5267,515,348,598,447,83,99
1178,10,73,1168,robot,robot,0,557.6382453475123,400.39555639954426,5266,521,348,602,446,81,98
1179,11,73,1168,robot,robot,0,564.9804041641152,401.65911410491935,4899,528,352,609,445,81,93
1180,12,73,1168,robot,robot,0,567.3402953586498,404.13143459915614,4740,529,353,612,445,83,92
1181,13,73,1168,robot,robot,0,570.476412649041,410.2366511145671,3858,531,370,614,445,83,75
1182,14,73,1168,robot,robot,0,572.3985027353873,412.3599193780593,3473,535,380,616,443,81,63
1183,15,73,1168,robot,robot,0,568.9651785714286,419.9370535714286,2240,537,396,613,443,76,47
1168,0,73,1168,soccer_ball,small orange ball,0,589.0381861575179,482.27207637231504,419,580,470,599,495,19,25
1169,1,73,1168,soccer_ball,small orange ball,0,590.2926829268292,481.8439024390244,410,581,470,601,495,20,25
1170,2,73,1168,soccer_ball,small orange ball,0,592.3656174334141,481.46731234866826,413,583,469,603,494,20,25
1171,3,73,1168,soccer_ball,small orange ball,0,598.6563245823389,479.6945107398568,419,589,468,609,493,20,25
1172,4,73,1168,soccer_ball,small orange ball,0,600.7822966507177,479.3899521531101,418,591,467,612,492,21,25
1173,5,73,1168,soccer_ball,small orange ball,0,605.3480392156863,478.3848039215686,408,596,467,616,491,20,24
1174,6,73,1168,soccer_ball,small orange ball,0,609.5529715762274,477.8501291989664,387,600,466,619,490,19,24
1175,7,73,1168,soccer_ball,small orange ball,0,618.2807881773399,476.3399014778325,406,609,465,629,489,20,24
1176,8,73,1168,soccer_ball,small orange ball,0,622.0077720207254,476.07512953367876,386,613,465,632,489,19,24
1177,9,73,1168,soccer_ball,small orange ball,0,624.9613402061856,476.0927835051546,388,616,465,635,489,19,24
1178,10,73,1168,soccer_ball,small orange ball,0,627.771052631579,476.2342105263158,380,619,464,638,489,19,25
1179,11,73,1168,soccer_ball,small orange ball,0,634.0680100755668,475.78589420654913,397,625,464,645,488,20,24
1180,12,73,1168,soccer_ball,small orange ball,0,636.7512953367876,475.63471502590676,386,628,464,647,488,19,24
1181,13,73,1168,soccer_ball,small orange ball,0,639.6510416666666,475.578125,384,630,464,650,489,20,25
1182,14,73,1168,soccer_ball,small orange ball,0,640.9090909090909,475.52941176470586,374,632,464,651,488,19,24
1183,15,73,1168,soccer_ball,small orange ball,0,644.3560371517028,474.8328173374613,323,636,465,654,486,18,21
