frame,local_frame,window_index,window_start_frame,object_type,text_prompt,sam3_track_id,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height
752,0,47,752,robot,robot,0,610.9130974549969,301.91992551210427,3222,582,261,647,350,65,89
753,1,47,752,robot,robot,0,603.5152013147083,297.4087921117502,2434,578,262,637,347,59,85
754,2,47,752,robot,robot,0,602.6340136054422,291.5074829931973,2205,577,261,644,331,67,70
755,3,47,752,robot,robot,0,606.4503990877993,291.8916761687571,2631,576,260,647,320,71,60
756,4,47,752,robot,robot,0,609.6525955504849,297.4908727895037,3506,575,260,647,331,72,71
757,5,47,752,robot,robot,0,610.961429915334,302.54303857008466,4252,574,260,648,342,74,82
758,6,47,752,robot,robot,0,610.3075642245481,300.61441484300667,4204,574,259,648,339,74,80
759,7,47,752,robot,robot,0,609.3272769089236,299.85694572217113,4348,571,258,647,339,76,81
760,8,47,752,robot,robot,0,609.0640967153284,298.47285583941607,4384,570,258,648,337,78,79
761,9,47,752,robot,robot,0,608.9677708146822,296.49507609668757,4468,570,258,649,334,79,76
762,10,47,752,robot,robot,0,608.6428888888889,296.322,4500,569,258,651,334,82,76
763,11,47,752,robot,robot,0,607.5959372930007,296.15014351954073,4529,569,258,648,334,79,76
764,12,47,752,robot,robot,0,606.6754140675414,296.3921273392127,4649,567,258,648,335,81,77
765,13,47,752,robot,robot,0,604.7023628874919,298.12313028398006,4613,566,258,646,337,80,79
766,14,47,752,robot,robot,0,603.9965694682676,298.88743567753,4664,566,258,647,338,81,80
767,15,47,752,robot,robot,0,602.6551420391984,300.2525875357851,4541,566,258,642,340,76,82
756,4,47,752,soccer_ball,small orange ball,0,665.3676470588235,314.4779411764706,136,660,308,672,322,12,14
757,5,47,752,soccer_ball,small orange ball,0,660.975,314.43333333333334,120,656,308,667,322,11,14
758,6,47,752,soccer_ball,small orange ball,0,658.8760330578513,314.45454545454544,121,654,308,665,322,11,14
759,7,47,752,soccer_ball,small orange ball,0,656.6507936507936,314.5952380952381,126,651,308,663,322,12,14
760,8,47,752,soccer_ball,small orange ball,0,654.2462686567164,315.06716417910445,134,649,309,661,322,12,13
761,9,47,752,soccer_ball,small orange ball,0,650.675925925926,314.4537037037037,108,646,308,656,321,10,13
762,10,47,752,soccer_ball,small orange ball,0,649.219298245614,314.4298245614035,114,644,308,655,322,11,14
763,11,47,752,soccer_ball,small orange ball,0,648.5045045045046,314.27927927927925,111,644,308,654,322,10,14
764,12,47,752,soccer_ball,small orange ball,0,648.7596153846154,313.875,104,644,308,654,321,10,13
765,13,47,752,soccer_ball,small orange ball,0,648.1416666666667,314.71666666666664,120,643,309,654,322,11,13
766,14,47,752,soccer_ball,small orange ball,0,648.136,314.92,125,643,309,654,322,11,13
767,15,47,752,soccer_ball,small orange ball,0,648.296,314.888,125,643,308,654,322,11,14
