frame,local_frame,window_index,window_start_frame,object_type,text_prompt,sam3_track_id,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height
384,0,24,384,robot,robot,0,529.9379633242294,328.00546234881,2563,499,301,559,359,60,58
384,0,24,384,robot,robot,1,597.6357966580372,441.9185690750765,8498,546,386,648,500,102,114
384,0,24,384,robot,robot,2,546.9382448537378,282.30227518959913,923,532,258,568,300,36,42
385,1,24,384,robot,robot,0,528.2687224669603,329.2136563876652,2724,496,301,558,361,62,60
385,1,24,384,robot,robot,1,595.225345514172,441.62860154602953,8538,543,386,646,500,103,114
385,1,24,384,robot,robot,2,546.3372972972973,282.4010810810811,925,531,259,567,300,36,41
386,2,24,384,robot,robot,0,526.4692556634304,330.91046386192016,2781,495,302,556,363,61,61
386,2,24,384,robot,robot,1,593.8490411599626,441.8318521983162,8552,542,386,644,500,102,114
386,2,24,384,robot,robot,2,545.4279877425945,282.1562819203269,979,530,258,567,300,37,42
387,3,24,384,robot,robot,0,521.7634004779788,334.57596449300104,2929,489,305,552,368,63,63
387,3,24,384,robot,robot,1,593.4986604542808,441.61094933022713,8585,541,386,644,498,103,112
387,3,24,384,robot,robot,2,542.4801288936627,283.1482277121375,931,526,259,563,300,37,41
388,4,24,384,robot,robot,0,518.6776139410188,336.7774798927614,2984,485,307,550,370,65,63
388,4,24,384,robot,robot,1,594.4878161450514,441.8755052546483,8659,542,386,645,498,103,112
388,4,24,384,robot,robot,2,540.1456016177957,283.51466127401414,989,524,259,562,302,38,43
389,5,24,384,robot,robot,0,515.2723631508678,339.31642189586114,2996,481,310,547,372,66,62
389,5,24,384,robot,robot,1,595.9987451517226,442.39847136664383,8766,543,387,646,500,103,113
389,5,24,384,robot,robot,2,538.8693304535637,284.19114470842334,926,523,260,560,302,37,42
390,6,24,384,robot,robot,0,511.5989831585637,341.54369240546555,3147,477,311,544,375,67,64
390,6,24,384,robot,robot,1,596.7381764438381,442.67280582082765,8796,544,387,647,500,103,113
390,6,24,384,robot,robot,2,538.5268389662028,283.28429423459244,1006,522,258,560,302,38,44
391,7,24,384,robot,robot,0,503.5106128550075,346.4576980568012,3345,468,315,536,381,68,66
391,7,24,384,robot,robot,1,596.231694857532,442.39039618571917,8809,544,387,646,500,102,113
391,7,24,384,robot,robot,2,541.3774358974359,282.1107692307692,975,524,258,563,300,39,42
392,8,24,384,robot,robot,0,499.38670520231216,349.3907514450867,3460,463,318,533,386,70,68
392,8,24,384,robot,robot,1,595.7821669140313,442.10891654298433,8759,543,387,646,500,103,113
392,8,24,384,robot,robot,2,542.9013539651837,280.6537717601547,1034,526,256,565,299,39,43
393,9,24,384,robot,robot,0,494.69424259362773,351.9636668529905,3578,458,320,529,388,71,68
393,9,24,384,robot,robot,1,594.7442020665901,441.64569460390356,8710,543,386,645,500,102,114
393,9,24,384,robot,robot,2,545.8268101761253,279.660469667319,1022,529,256,568,298,39,42
394,10,24,384,robot,robot,0,489.68418244865296,355.4251800480128,3749,453,323,525,392,72,69
394,10,24,384,robot,robot,1,593.4872029250457,440.7922760511883,8752,541,384,644,500,103,116
394,10,24,384,robot,robot,2,549.1371882086167,280.3673469387755,882,531,258,570,297,39,39
395,11,24,384,robot,robot,0,481.0072859744991,359.27712724434036,3843,443,325,516,397,73,72
395,11,24,384,robot,robot,1,591.0539804944432,440.0949194828759,8818,539,383,642,500,103,117
395,11,24,384,robot,robot,2,553.4111245465538,278.8597339782346,827,536,256,574,295,38,39
396,12,24,384,robot,robot,0,476.37984693877553,360.72780612244895,3920,438,327,512,399,74,72
396,12,24,384,robot,robot,1,590.9982904034648,440.2429906542056,8774,539,382,642,501,103,119
396,12,24,384,robot,robot,2,554.3146341463415,278.3853658536585,820,537,256,576,294,39,38
397,13,24,384,robot,robot,0,472.25102145045963,361.2477017364658,3916,433,327,508,400,75,73
397,13,24,384,robot,robot,1,592.1481190342504,440.20213363279055,8905,539,382,643,501,104,119
397,13,24,384,robot,robot,2,554.8611422172453,277.491601343785,893,538,255,576,294,38,39
398,14,24,384,robot,robot,0,468.62213259389966,362.14696244013106,3967,429,328,505,400,76,72
398,14,24,384,robot,robot,1,593.585393258427,440.31977528089885,8900,541,383,645,501,104,118
398,14,24,384,robot,robot,2,554.9352051835854,276.98380129589634,926,538,255,576,294,38,39
399,15,24,384,robot,robot,0,462.5427135678392,362.3670854271357,3980,424,328,500,401,76,73
399,15,24,384,robot,robot,1,597.8546511627907,440.86236583184257,8944,545,384,649,501,104,117
399,15,24,384,robot,robot,2,555.0952890792291,276.20985010706636,934,539,254,576,293,37,39
387,3,24,384,soccer_ball,small orange ball,0,457.17391304347825,364.6695652173913,115,452,359,464,371,12,12
388,4,24,384,soccer_ball,small orange ball,0,457.38947368421054,363.87368421052633,95,453,359,463,370,10,11
389,5,24,384,soccer_ball,small orange ball,0,457.35185185185185,363.3703703703704,108,452,358,464,370,12,12
390,6,24,384,soccer_ball,small orange ball,0,457.7289719626168,363.0093457943925,107,452,358,464,369,12,11
391,7,24,384,soccer_ball,small orange ball,0,458.4913793103448,361.75,116,453,356,465,368,12,12
392,8,24,384,soccer_ball,small orange ball,0,459.0782608695652,361.6,115,454,356,466,368,12,12
393,9,24,384,soccer_ball,small orange ball,0,459.74074074074076,361.3796296296296,108,454,356,466,368,12,12
394,10,24,384,soccer_ball,small orange ball,0,458.1320754716981,362.6792452830189,53,455,359,463,367,8,8
