frame,local_frame,window_index,window_start_frame,object_type,text_prompt,sam3_track_id,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height
610,2,38,608,robot,robot,0,886.2826930539387,556.3521536670547,5154,837,456,911,617,74,161
610,2,38,608,robot,robot,1,505.6855059252507,314.20419325433,1097,490,289,526,335,36,46
611,3,38,608,robot,robot,0,885.6940079433604,550.6485926437575,5791,845,471,911,613,66,142
611,3,38,608,robot,robot,1,506.4551002615519,314.40976460331296,1147,491,289,527,336,36,47
612,4,38,608,robot,robot,0,883.6346853874155,537.6359854394176,7692,841,440,911,610,70,170
612,4,38,608,robot,robot,1,509.0541237113402,313.8487972508591,1164,494,289,530,336,36,47
613,5,38,608,robot,robot,0,880.4038761416797,534.0671641791045,8978,833,437,911,609,78,172
613,5,38,608,robot,robot,1,509.64461407972857,313.7065309584394,1179,494,289,531,335,37,46
614,6,38,608,robot,robot,0,876.8034001329661,532.2453224427771,10529,824,436,911,612,87,176
614,6,38,608,robot,robot,1,509.5215479331574,314.0562884784521,1137,494,289,531,335,37,46
615,7,38,608,robot,robot,0,873.2325661284782,532.5122810030917,11644,816,437,911,612,95,175
615,7,38,608,robot,robot,1,510.3596986817326,314.66290018832393,1062,494,290,532,335,38,45
616,8,38,608,robot,robot,0,865.3603245307031,534.162901686287,12572,799,446,911,607,112,161
616,8,38,608,robot,robot,1,510.836291913215,315.3688362919132,1014,495,291,533,334,38,43
617,9,38,608,robot,robot,0,859.3513006972037,540.2767823674939,13339,766,452,910,611,144,159
617,9,38,608,robot,robot,1,511.2938816449348,315.86359077231697,997,495,293,533,334,38,41
618,10,38,608,robot,robot,0,847.0058052875187,540.5027849690123,12747,747,451,907,614,160,163
618,10,38,608,robot,robot,1,512.2176063303659,315.3916913946588,1011,496,292,534,334,38,42
619,11,38,608,robot,robot,0,834.9450665368387,543.4280266147355,12324,737,455,889,618,152,163
619,11,38,608,robot,robot,1,513.6724313326552,315.2919633774161,983,497,292,536,334,39,42
620,12,38,608,robot,robot,0,821.5407529471416,547.7545316263152,15778,752,457,880,633,128,176
620,12,38,608,robot,robot,1,517.091751621872,313.39666357738645,1079,499,289,540,333,41,44
621,13,38,608,robot,robot,0,817.3112310174112,547.0101240473939,17977,745,457,880,637,135,180
621,13,38,608,robot,robot,1,519.0438842203548,312.5658263305322,1071,502,288,542,332,40,44
622,14,38,608,robot,robot,0,814.6080374483342,545.5988745580399,20081,744,452,883,637,139,185
622,14,38,608,robot,robot,1,521.3468208092486,312.27649325626203,1038,505,288,544,331,39,43
623,15,38,608,robot,robot,0,813.7668027210884,548.0889795918367,22050,736,455,887,650,151,195
623,15,38,608,robot,robot,1,524.516493873704,310.88689915174365,1061,508,287,547,330,39,43
